,Car Name,Year,Distance,Owner,Fuel,Location,Drive,Type,Price
677,Hyundai Grand i10,2018,38426,1,PETROL,KA-03,Manual,HatchBack,566000
678,Maruti Swift Dzire,2011,57508,1,DIESEL,AP-29,Manual,Sedan,500000
679,Maruti Ciaz,2020,95141,1,DIESEL,TN-18,Manual,Sedan,796000
680,Datsun Go,2016,67429,1,PETROL,TS-10,Manual,HatchBack,300000
681,Mahindra XUV500,2015,96816,2,DIESEL,GJ-06,Manual,Lux_SUV,782000
682,Honda Amaze,2013,104067,1,PETROL,,Manual,Sedan,352000
683,Volkswagen Polo,2019,31753,2,PETROL,GJ-17,Manual,HatchBack,541000
684,Honda City,2014,43865,2,DIESEL,GJ-06,Manual,Sedan,722000
685,Maruti Alto K10,2012,57050,1,PETROL,KA-04,Manual,HatchBack,247000
686,Maruti Baleno,2017,73369,2,PETROL,TN-11,Automatic,HatchBack,605000
687,Maruti Baleno,2016,65466,1,PETROL,GJ-06,Manual,HatchBack,517000
688,Maruti Celerio,2021,31605,1,PETROL,UP-16,Manual,HatchBack,477000
689,Maruti Wagon R Stingray,2016,87908,1,PETROL,TS-13,Manual,HatchBack,426000
690,Maruti Wagon R 1.0,2016,116765,2,PETROL,,Manual,HatchBack,362000
691,Maruti Wagon R 1.0,2016,63881,1,PETROL,DL-5C,Manual,HatchBack,350000
692,Hyundai Elite i20,2015,50476,1,PETROL,KA-05,Manual,HatchBack,673000
693,Maruti Swift,2015,57616,2,PETROL,KA-05,Manual,HatchBack,516000
694,Maruti Alto,2021,23748,1,PETROL,TS-15,Manual,HatchBack,440000
695,Maruti Swift,2018,64509,1,DIESEL,HR-16,Manual,HatchBack,522000
696,Hyundai i20,2010,105007,3,PETROL,,Manual,HatchBack,216000
697,Toyota Etios Liva,2012,106266,2,DIESEL,KA-04,Manual,HatchBack,410000
698,Nissan Micra Active,2018,29593,1,PETROL,MH-12,Manual,HatchBack,409000
699,Maruti Ertiga,2018,67739,1,DIESEL,MH-47,Manual,SUV,913000
700,Hyundai Grand i10,2014,36702,1,PETROL,GJ-05,Manual,HatchBack,393000
701,Maruti Ertiga,2014,73957,1,DIESEL,KA-51,Manual,SUV,795000
702,Maruti Alto,2011,52435,2,PETROL,KA-53,Manual,HatchBack,210000
703,Hyundai Creta,2017,64585,1,PETROL,DL-1C,Manual,SUV,806000
704,Hyundai Elite i20,2017,28830,1,PETROL,DL-4C,Manual,HatchBack,590000
705,Hyundai Creta,2016,78990,1,DIESEL,HR-36,Manual,SUV,746000
706,Maruti Ritz,2011,124712,1,DIESEL,KA-53,Manual,HatchBack,376000
707,Maruti Alto K10,2017,30446,2,PETROL,DL-9C,Manual,HatchBack,305000
708,Honda City,2019,99943,2,PETROL,HR-26,Manual,Sedan,205000
709,Hyundai AURA,2020,42009,1,PETROL,DL-10,Manual,Sedan,649000
710,Hyundai Elite i20,2020,49087,1,PETROL,KA-50,Manual,HatchBack,762000
711,Hyundai i10,2011,33326,1,PETROL,HR-51,Manual,HatchBack,222000
712,Maruti Celerio,2021,61791,1,CNG,MH-46,Manual,HatchBack,535000
713,Hyundai Elite i20,2016,48886,1,PETROL,TN-11,Manual,HatchBack,619000
714,Maruti Celerio,2021,42662,1,CNG,DL-8C,Manual,HatchBack,517000
715,Hyundai i20,2010,87845,1,PETROL,WB-06,Manual,HatchBack,216000
716,Maruti Vitara Brezza,2018,31247,1,DIESEL,UP-14,Manual,SUV,698000
717,Skoda Octavia,2017,97370,2,DIESEL,MH-14,Automatic,Lux_sedan,1313000
718,Maruti Wagon R 1.0,2016,39201,1,PETROL,MH-47,Manual,HatchBack,360000
719,Honda City,2015,23358,2,PETROL,MH-12,Automatic,Sedan,673000
720,Maruti Dzire,2020,113077,1,PETROL,,Automatic,Sedan,719000
721,Maruti New Wagon-R,2021,60266,1,CNG,TS-15,Manual,HatchBack,599000
722,Maruti Swift Dzire,2012,88521,1,PETROL,MH-02,Automatic,Sedan,556000
723,Maruti Swift,2015,62617,1,PETROL,DL-3C,Manual,HatchBack,367000
724,Maruti Alto 800,2019,37817,1,PETROL,RJ-02,Manual,HatchBack,326000
725,Maruti IGNIS,2020,20764,1,PETROL,GJ-07,Manual,HatchBack,504000
726,Nissan MAGNITE,2021,52141,1,PETROL,UP-32,Manual,SUV,759000
727,Maruti Baleno,2019,35545,1,PETROL,TS-10,Manual,HatchBack,772000
728,Honda Jazz,2016,43371,1,PETROL,MH-47,Manual,HatchBack,519000
729,Maruti Ciaz,2016,64162,1,PETROL,HR-26,Manual,Sedan,505000
730,Tata Tiago,2017,69734,1,PETROL,KA-19,Manual,HatchBack,454000
731,Hyundai Grand i10,2016,26923,1,PETROL,KA-03,Manual,HatchBack,522000
732,Maruti Wagon R 1.0,2014,68015,1,PETROL,HR-26,Manual,HatchBack,330000
733,Hyundai NEW I20,2020,18568,1,PETROL,KA-53,Manual,HatchBack,856000
734,Maruti Wagon R 1.0,2014,70510,1,PETROL,TS-09,Manual,HatchBack,339000
735,Tata NEXON,2019,77243,1,PETROL,KA-51,Automatic,SUV,942000
736,Hyundai GRAND I10 NIOS,2021,82169,1,CNG,UP-32,Manual,HatchBack,645000
737,Honda Brio,2016,34456,1,PETROL,MH-03,Manual,HatchBack,366000
738,Hyundai Elite i20,2017,83608,1,PETROL,UP-16,Manual,HatchBack,556000
739,Hyundai Verna,2016,65099,2,PETROL,DL-10,Manual,Sedan,532000
740,Hyundai NEW I20,2021,16659,1,PETROL,PB-10,Automatic,HatchBack,785000
741,Volkswagen Polo,2012,62968,1,PETROL,MH-04,Manual,HatchBack,283000
742,Maruti Swift,2021,7159,1,PETROL,DL-3C,Manual,HatchBack,599000
743,Maruti Swift Dzire,2013,92951,1,DIESEL,MH-01,Manual,Sedan,700000
744,Hyundai NEW I20,2021,35529,1,PETROL,MH-14,Automatic,HatchBack,797000
745,Honda Amaze,2015,104289,1,PETROL,,Manual,Sedan,394000
746,Hyundai i10,2014,62815,2,PETROL,DL-8C,Manual,HatchBack,283000
747,Honda City,2015,51819,1,PETROL,TN-02,Manual,Sedan,795000
748,Honda Amaze,2015,66149,1,PETROL,KA-01,Manual,Sedan,748000
749,Hyundai Creta,2015,65655,1,PETROL,MH-47,Manual,SUV,773000
750,Hyundai Xcent,2014,77696,1,PETROL,MH-49,Manual,Sedan,585000
751,Maruti Ciaz,2018,65759,1,PETROL,KA-20,Automatic,Sedan,959650
752,Maruti Alto K10,2013,62437,2,PETROL,AP-28,Manual,HatchBack,239000
753,Maruti Ertiga,2013,112343,1,PETROL,,Manual,SUV,593000
754,Maruti Ritz,2011,57364,2,PETROL,KA-02,Manual,HatchBack,320000
755,Maruti Ritz,2011,84623,1,PETROL,KA-04,Manual,HatchBack,327000
756,Honda City,2014,102566,2,PETROL,,Automatic,Sedan,356000
757,Renault Kwid,2021,20733,1,PETROL,GJ-05,Automatic,HatchBack,492000
758,Maruti Baleno,2020,54743,1,PETROL,GJ-06,Manual,HatchBack,603000
759,Renault Kwid,2021,20531,1,PETROL,MH-14,Manual,HatchBack,470000
760,Hyundai Grand i10,2015,92736,1,PETROL,KA-09,Manual,HatchBack,473000
761,Hyundai Grand i10,2014,46473,1,PETROL,MH-12,Manual,HatchBack,427000
762,Hyundai Grand i10,2016,35251,2,PETROL,KA-19,Automatic,HatchBack,549000
763,Ford Ecosport,2016,74717,1,PETROL,KL-22,Manual,SUV,522000
764,Maruti Swift,2014,46247,2,PETROL,HR-26,Manual,HatchBack,343000
765,Hyundai Grand i10,2017,22025,2,PETROL,TS-07,Manual,HatchBack,556000
766,Hyundai Grand i10,2016,63976,1,PETROL,GJ-01,Manual,HatchBack,439000
767,Maruti Dzire,2020,87904,1,PETROL,TS-10,Manual,Sedan,706000
768,Maruti Alto,2019,19070,1,PETROL,GJ-03,Manual,HatchBack,359000
769,Hyundai Eon,2012,59377,1,PETROL,MH-12,Manual,HatchBack,258000
770,Hyundai Elite i20,2016,49994,1,PETROL,WB-02,Manual,HatchBack,561000
771,Maruti Celerio,2016,64247,1,PETROL,TN-01,Manual,HatchBack,416000
772,Maruti Vitara Brezza,2018,55927,1,DIESEL,KA-51,Automatic,SUV,960000
773,Renault TRIBER,2019,57406,1,PETROL,HR-10,Manual,SUV,523000
774,Hyundai Elite i20,2017,30534,1,PETROL,KA-53,Manual,HatchBack,690000
775,Maruti Alto,2011,41014,1,PETROL,KA-05,Manual,HatchBack,230000
776,Maruti Wagon R 1.0,2018,25425,1,PETROL,MH-03,Manual,HatchBack,401000
777,Maruti Swift,2010,96216,2,PETROL,UP-16,Manual,HatchBack,189000
778,Hyundai Grand i10,2018,50688,1,PETROL,PB-10,Manual,HatchBack,470000
779,Renault Kwid,2019,52231,1,PETROL,KA-13,Manual,HatchBack,450000
780,Renault Kwid,2017,53128,1,PETROL,KA-41,Manual,HatchBack,388000
781,Hyundai Santro Xing,2011,46496,2,PETROL,KA-03,Manual,HatchBack,258000
782,Maruti Celerio,2020,32760,2,PETROL,TN-03,Manual,HatchBack,467000
783,Maruti Wagon R 1.0,2012,87108,1,CNG,DL-9C,Manual,HatchBack,252000
784,Hyundai Elite i20,2016,57459,1,PETROL,KA-53,Manual,HatchBack,658000
785,Hyundai GRAND I10 NIOS,2020,10335,1,PETROL,TS-08,Automatic,HatchBack,760000
786,Honda City,2013,49586,2,PETROL,KA-03,Manual,Sedan,535000
787,Maruti Baleno,2016,43929,1,PETROL,HR-26,Manual,HatchBack,513000
788,Maruti New Wagon-R,2022,4777,1,PETROL,MH-14,Manual,HatchBack,717000
789,Volkswagen Polo,2016,89240,1,PETROL,TS-08,Manual,HatchBack,439000
790,Renault Kwid,2021,17585,1,PETROL,HR-98,Automatic,HatchBack,485000
791,Ford Ecosport,2016,18965,1,PETROL,KA-01,Automatic,SUV,777000
792,Maruti Ertiga,2012,100479,3,DIESEL,KA-01,Manual,SUV,579000
793,Mahindra XUV 3OO,2019,54443,1,DIESEL,GJ-01,Manual,SUV,860000
794,Maruti Celerio,2015,34665,2,PETROL,MP-09,Manual,HatchBack,307000
795,Maruti Baleno,2016,51976,1,PETROL,TS-07,Manual,HatchBack,558000
796,Maruti Wagon R 1.0,2018,71723,1,CNG,MH-12,Manual,HatchBack,446000
797,Honda City,2019,78332,1,DIESEL,DL-1C,Automatic,Sedan,618000
798,Hyundai Elite i20,2017,48063,1,PETROL,DL-9C,Manual,HatchBack,563000
799,Hyundai Elite i20,2014,39175,1,PETROL,UP-16,Manual,HatchBack,505000
800,Hyundai Elite i20,2018,65441,1,CNG,GJ-06,Manual,HatchBack,579000
801,Honda City,2017,96097,2,DIESEL,KA-03,Automatic,Sedan,611000
802,Maruti New Wagon-R,2019,53481,1,CNG,DL-1C,Manual,HatchBack,533000
803,Maruti Ertiga,2016,93648,2,CNG,MH-47,Manual,SUV,723000
804,Hyundai Grand i10,2019,46622,2,PETROL,TN-60,Manual,HatchBack,501000
805,Ford Ecosport,2018,80250,1,PETROL,HR-51,Automatic,SUV,699000
806,Hyundai Xcent,2014,8767,1,PETROL,MH-46,Manual,Sedan,990000
807,Maruti Celerio,2016,41464,1,PETROL,KA-05,Automatic,HatchBack,520000
808,Maruti Wagon R 1.0,2013,97378,2,CNG,MH-02,Manual,HatchBack,285000
809,Maruti New Wagon-R,2020,66625,1,PETROL,MP-15,Manual,HatchBack,608000
810,Maruti New Wagon-R,2019,29548,1,PETROL,HR-51,Manual,HatchBack,538000
811,Datsun Redi Go,2018,27522,2,PETROL,DL-14,Manual,HatchBack,254000
812,Maruti S PRESSO,2020,10662,1,PETROL,GJ-06,Manual,HatchBack,442000
813,Volkswagen Ameo,2019,58698,1,PETROL,TN-09,Automatic,Sedan,725000
814,Renault TRIBER,2022,2648,1,PETROL,GJ-02,Manual,SUV,806000
815,Honda WR-V,2017,102483,1,DIESEL,KL-63,Manual,SUV,744700
816,Mahindra KUV 100 NXT,2018,61528,2,PETROL,GJ-05,Manual,SUV,382000
817,Maruti Ciaz,2018,39832,2,PETROL,DL-2C,Automatic,Sedan,813000
818,Maruti Swift,2019,56907,1,PETROL,UP-53,Manual,HatchBack,570000
819,Maruti IGNIS,2017,70693,2,PETROL,DL-8C,Manual,HatchBack,432000
820,Maruti Celerio,2017,34665,2,PETROL,TS-25,Manual,HatchBack,451000
821,Hyundai i10,2012,82143,2,PETROL,KA-03,Automatic,HatchBack,349000
822,Toyota Etios Liva,2013,106211,2,DIESEL,HR-30,Manual,HatchBack,308000
823,Hyundai VENUE,2022,6743,1,PETROL,CH-01,Automatic,SUV,1231000
824,Maruti Ciaz,2018,45297,1,PETROL,DL-8C,Manual,Sedan,422000
825,Maruti Alto 800,2015,39615,1,PETROL,HR-72,Manual,HatchBack,257000
826,Honda City,2012,51764,2,PETROL,UP-78,Automatic,Sedan,395000
827,Maruti Dzire,2018,20381,1,PETROL,MH-03,Manual,Sedan,387000
828,Tata ALTROZ,2021,15926,1,PETROL,TN-38,Manual,HatchBack,884000
829,Hyundai Grand i10,2015,71661,1,PETROL,GJ-03,Manual,HatchBack,449000
830,Maruti Wagon R 1.0,2018,44296,2,CNG,MH-05,Manual,HatchBack,431000
831,Hyundai NEW SANTRO,2018,65607,1,PETROL,TN-11,Manual,HatchBack,481000
832,Maruti Alto 800,2014,56722,1,PETROL,PB-10,Manual,HatchBack,251000
833,Maruti Celerio,2020,53570,1,PETROL,HR-26,Manual,HatchBack,421000
834,Hyundai Elite i20,2019,72801,1,PETROL,GJ-01,Manual,HatchBack,613000
835,Honda Amaze,2016,32582,1,PETROL,TN-10,Manual,Sedan,535000
836,Maruti Alto K10,2017,34853,1,PETROL,HR-26,Manual,HatchBack,352000
837,Hyundai i10,2010,83894,2,PETROL,KA-05,Manual,HatchBack,279000
838,Hyundai Creta,2016,80719,1,PETROL,HR-26,Automatic,SUV,845000
839,Volkswagen TIGUAN,2019,52993,1,DIESEL,TS-10,Automatic,Lux_SUV,1907000
840,Hyundai i10,2010,48667,2,PETROL,AP-28,Manual,HatchBack,270000
841,Hyundai Santro Xing,2014,77426,1,PETROL,KA-32,Manual,HatchBack,295000
842,Hyundai i10,2015,60638,2,PETROL,TS-09,Manual,HatchBack,385000
843,Toyota Glanza,2019,63600,1,PETROL,PB-02,Automatic,HatchBack,819000
844,Nissan Micra Active,2017,44639,2,PETROL,WB-02,Manual,HatchBack,313000
845,Ford Ecosport,2017,51665,1,DIESEL,HR-34,Manual,SUV,625000
846,Maruti Wagon R 1.0,2014,33230,1,PETROL,KA-51,Manual,HatchBack,366000
847,Maruti Swift,2018,56410,1,PETROL,KA-50,Automatic,HatchBack,702000
848,Maruti Ertiga,2016,97166,1,DIESEL,GJ-36,Manual,SUV,741000
849,Hyundai Santro Xing,2011,94852,1,PETROL,BR-01,Manual,HatchBack,150000
850,Honda Jazz,2017,69054,1,PETROL,KA-05,Automatic,HatchBack,675000
851,Maruti Alto,2021,26771,1,CNG,HR-30,Manual,HatchBack,414000
852,Maruti Wagon R 1.0,2014,80360,1,CNG,GJ-05,Manual,HatchBack,295000
853,Renault Duster,2016,54475,1,DIESEL,HR-26,Manual,SUV,497000
854,Honda Amaze,2017,54561,2,PETROL,KA-51,Automatic,Sedan,822000
855,Hyundai Creta,2016,71521,1,PETROL,WB-02,Manual,SUV,677000
856,Honda Brio,2012,53300,2,PETROL,MH-48,Manual,HatchBack,264000
857,Maruti S PRESSO,2021,7273,1,PETROL,GJ-07,Manual,HatchBack,480000
858,Datsun Go,2017,50602,1,PETROL,TS-08,Manual,HatchBack,310000
859,Hyundai VENUE,2021,45930,1,PETROL,GJ-21,Manual,SUV,929000
860,Hyundai Elite i20,2017,48285,1,PETROL,KA-51,Manual,HatchBack,706000
861,Tata TIGOR,2019,16633,1,PETROL,KA-02,Manual,Sedan,838800
862,Maruti Alto K10,2018,92090,1,PETROL,TS-07,Manual,HatchBack,311000
863,Maruti IGNIS,2017,30125,2,PETROL,HR-26,Manual,HatchBack,448000
864,Hyundai Verna,2018,15504,1,PETROL,MH-43,Automatic,Sedan,790000
865,Datsun Redi Go,2019,21541,1,PETROL,TN-03,Manual,HatchBack,322000
866,Maruti IGNIS,2019,39504,2,PETROL,HR-03,Automatic,HatchBack,589000
867,Maruti Alto K10,2012,30029,1,PETROL,HR-23,Manual,HatchBack,201650
868,Maruti Dzire,2017,42231,1,PETROL,DL-10,Automatic,Sedan,909000
869,Toyota Etios,2011,76969,1,PETROL,DL-3C,Manual,Sedan,265000
870,Datsun Redi Go,2016,31663,2,PETROL,KA-53,Manual,HatchBack,253000
871,Hyundai i20,2013,77289,1,PETROL,KA-05,Manual,HatchBack,416000
872,Maruti Swift,2015,78110,1,PETROL,GJ-05,Manual,HatchBack,464000
873,Maruti Wagon R 1.0,2014,78125,1,PETROL,HR-26,Manual,HatchBack,258000
874,Hyundai Xcent,2018,8828,1,PETROL,KA-51,Automatic,Sedan,892250
875,Maruti Baleno,2019,53360,1,PETROL,HR-29,Manual,HatchBack,584000
876,Maruti Alto 800,2017,83251,1,PETROL,GJ-01,Manual,HatchBack,314000
877,Hyundai GRAND I10 NIOS,2020,29765,2,PETROL,TS-03,Manual,HatchBack,692000
878,Renault Kiger,2021,16082,1,PETROL,KA-04,Automatic,HatchBack,1003000
879,Hyundai Creta,2018,80448,1,DIESEL,HR-26,Automatic,SUV,1133000
880,Maruti Baleno,2021,22474,1,PETROL,BR-01,Automatic,HatchBack,840000
881,Renault Kwid,2018,88437,1,PETROL,GJ-07,Automatic,HatchBack,337000
882,Maruti Alto K10,2015,110874,1,PETROL,,Manual,HatchBack,239000
883,Maruti S PRESSO,2019,55685,2,PETROL,UP-32,Manual,HatchBack,366000
884,Renault Duster,2017,49576,2,PETROL,KA-02,Manual,SUV,735000
885,Maruti Ciaz,2021,57566,1,PETROL,WB-02,Manual,Sedan,355000
886,Tata Tiago,2019,122381,1,CNG,HR-36,Manual,HatchBack,420000
887,Toyota Corolla Altis,2017,49543,1,PETROL,CH-01,Manual,Lux_sedan,982000
888,Maruti Swift,2019,63772,1,PETROL,UP-37,Manual,HatchBack,523000
889,Maruti Alto 800,2018,41226,2,PETROL,PB-10,Manual,HatchBack,313000
890,Maruti Vitara Brezza,2019,45144,1,DIESEL,DL-9C,Automatic,SUV,850000
891,Honda Jazz,2016,68927,1,PETROL,DL-12,Manual,HatchBack,566000
892,Maruti Swift,2015,53338,1,PETROL,MH-14,Manual,HatchBack,458000
893,Honda Brio,2013,50574,1,PETROL,DL-8C,Manual,HatchBack,271000
894,Maruti Celerio,2018,44110,2,CNG,MH-12,Manual,HatchBack,530000
895,Maruti Vitara Brezza,2018,81601,1,DIESEL,UP-14,Manual,SUV,713000
896,Hyundai i10,2010,72351,2,PETROL,TN-06,Manual,HatchBack,235000
897,Maruti Alto 800,2015,32914,1,PETROL,MH-31,Manual,HatchBack,255000
898,Hyundai Grand i10,2015,60691,2,PETROL,KA-26,Manual,HatchBack,511000
899,Hyundai Verna,2016,111238,1,PETROL,,Manual,Sedan,418000
900,Tata NEXON,2018,95268,1,DIESEL,HR-10,Manual,SUV,692000
901,Maruti Wagon R 1.0,2017,55827,1,PETROL,DL-6C,Manual,HatchBack,351000
902,Maruti Dzire,2018,51149,1,PETROL,DL-3C,Automatic,Sedan,499000
903,Maruti Swift,2017,79697,1,PETROL,HR-30,Manual,HatchBack,420000
904,Hyundai Creta,2017,99215,1,DIESEL,TS-02,Automatic,SUV,1154000
905,Maruti Ertiga,2019,34867,1,PETROL,GJ-27,Manual,SUV,934000
906,Skoda Rapid,2015,93424,2,DIESEL,KA-01,Automatic,Sedan,533000
907,Maruti Dzire,2017,7245,1,PETROL,KL-01,Manual,Sedan,684000
908,Hyundai NEW SANTRO,2019,17303,2,PETROL,DL-8C,Automatic,HatchBack,475000
909,Volkswagen Polo,2018,27132,1,PETROL,DL-10,Manual,HatchBack,612000
910,Datsun Redi Go,2020,17587,1,PETROL,RJ-02,Manual,HatchBack,387000
911,Maruti Baleno,2017,38964,1,PETROL,MH-14,Manual,HatchBack,616000
912,Maruti Swift,2015,54680,1,DIESEL,KA-03,Manual,HatchBack,726000
913,Hyundai Creta,2016,93104,1,PETROL,TS-07,Automatic,SUV,1011000
914,Hyundai Creta,2018,26597,2,PETROL,MH-02,Manual,SUV,865000
915,Maruti Baleno,2018,57720,2,PETROL,MH-02,Manual,HatchBack,575000
916,Maruti Celerio,2021,57940,1,CNG,HR-13,Manual,HatchBack,493000
917,Tata Tiago,2020,38602,1,PETROL,CH-01,Automatic,HatchBack,583000
918,Maruti Alto,2020,28952,1,PETROL,PB-08,Manual,HatchBack,354000
919,Hyundai Elite i20,2015,90327,1,DIESEL,TS-08,Manual,HatchBack,547000
920,Maruti Alto K10,2014,46041,1,PETROL,HR-26,Manual,HatchBack,271000
921,Maruti Swift,2016,93785,1,PETROL,TS-07,Manual,HatchBack,595000
922,Hyundai Elite i20,2019,9169,2,PETROL,MH-04,Manual,HatchBack,609000
923,Honda Jazz,2017,100102,1,PETROL,,Manual,HatchBack,399000
924,Maruti Swift,2012,113179,1,PETROL,,Manual,HatchBack,290000
925,Toyota Etios,2011,46849,1,PETROL,MP-09,Manual,Sedan,287000
926,Maruti Alto,2022,9764,1,PETROL,KL-82,Manual,HatchBack,385000
927,Maruti Alto,2019,70106,2,PETROL,CH-01,Manual,HatchBack,316000
928,Maruti Baleno,2016,105224,2,PETROL,,Manual,HatchBack,636000
929,Hyundai VENUE,2020,22814,2,PETROL,KA-51,Manual,SUV,927000
930,Honda City,2020,49189,1,PETROL,TN-15,Manual,Sedan,492000
931,Maruti Dzire,2020,58817,2,PETROL,TS-28,Manual,Sedan,714000
932,Maruti Celerio,2015,62728,1,PETROL,KA-04,Automatic,HatchBack,483000
933,Maruti Celerio,2015,37160,1,PETROL,MH-01,Manual,HatchBack,361000
934,Hyundai AURA,2021,3525,1,PETROL,WB-26,Manual,Sedan,685000
935,Maruti Swift,2019,10519,1,PETROL,WB-26,Manual,HatchBack,571000
936,Hyundai Creta,2016,75598,2,PETROL,KA-05,Automatic,SUV,939000
937,Hyundai Elite i20,2017,49229,1,PETROL,TS-07,Manual,HatchBack,663000
938,Maruti Swift,2021,17273,1,PETROL,TN-06,Manual,HatchBack,856000
939,Honda Jazz,2021,53546,1,PETROL,MH-46,Automatic,HatchBack,828000
940,Hyundai Grand i10,2017,86921,1,CNG,GJ-18,Manual,HatchBack,520000
941,Maruti Baleno,2019,44561,1,PETROL,DL-10,Manual,HatchBack,633000
942,Maruti Wagon R 1.0,2015,87375,1,PETROL,MH-40,Manual,HatchBack,331000
943,Maruti Dzire,2019,54123,1,PETROL,TS-08,Automatic,Sedan,750000
944,Renault TRIBER,2020,29900,1,PETROL,RJ-21,Manual,SUV,512000
945,Maruti IGNIS,2017,26530,1,PETROL,MH-47,Manual,HatchBack,488000
946,Maruti Alto 800,2018,66297,1,PETROL,MH-15,Manual,HatchBack,321000
947,Mahindra Thar,2019,42221,1,DIESEL,UP-16,Manual,SUV,774000
948,Tata Zest,2014,23990,2,PETROL,MH-02,Automatic,Sedan,785000
949,Hyundai AURA,2020,103651,2,DIESEL,TN-22,Manual,Sedan,544000
950,Maruti Swift,2015,70706,1,PETROL,DL-8C,Manual,HatchBack,374000
951,Hyundai NEW SANTRO,2019,43172,2,CNG,MH-48,Manual,HatchBack,451000
952,Maruti Zen Estilo,2011,87929,1,PETROL,DL-3C,Manual,HatchBack,167000
953,Maruti Alto,2019,27760,1,PETROL,HR-19,Manual,HatchBack,314000
954,Volkswagen Vento,2012,94158,2,PETROL,MH-31,Manual,Sedan,260000
955,Maruti Wagon R 1.0,2012,36278,2,PETROL,KA-41,Manual,HatchBack,324000
956,Hyundai Grand i10,2017,85374,1,PETROL,RJ-14,Manual,HatchBack,418000
957,Honda City,2010,110360,2,PETROL,,Manual,Sedan,250000
958,Tata PUNCH,2022,3750,1,PETROL,GJ-19,Automatic,SUV,879000
959,Hyundai Elite i20,2017,44783,1,CNG,DL-8C,Manual,HatchBack,528000
960,Maruti Wagon R 1.0,2012,61504,1,PETROL,DL-2C,Manual,HatchBack,220000
961,Maruti Wagon R 1.0,2016,58760,1,PETROL,GJ-27,Automatic,HatchBack,423000
962,Hyundai Verna,2018,49381,1,PETROL,TS-08,Manual,Sedan,704000
963,Maruti Swift,2013,36750,1,PETROL,DL-2C,Manual,HatchBack,307000
964,Ford Ecosport,2019,22276,1,PETROL,MH-04,Manual,SUV,813000
965,Honda City,2012,21628,1,PETROL,WB-26,Manual,Sedan,819000
966,Maruti Swift,2021,23797,1,PETROL,MH-12,Manual,HatchBack,730000
967,Hyundai Xcent,2017,58132,1,PETROL,WB-02,Automatic,Sedan,788000
968,Volkswagen Polo,2017,86757,2,PETROL,KA-01,Manual,HatchBack,643000
969,Maruti Alto K10,2011,23584,1,PETROL,DL-8C,Manual,HatchBack,188000
970,Maruti Celerio,2014,38275,1,PETROL,KA-05,Manual,HatchBack,381000
971,Maruti Ritz,2013,84257,1,DIESEL,MH-49,Manual,HatchBack,369000
972,Honda WR-V,2017,67681,1,DIESEL,KA-01,Manual,SUV,739000
973,Maruti Swift,2012,115917,3,DIESEL,MH-14,Manual,HatchBack,391000
974,Volkswagen Vento,2017,44446,1,PETROL,GJ-01,Manual,Sedan,563000
975,Maruti Wagon R 1.0,2012,42217,2,PETROL,TS-08,Manual,HatchBack,331000
976,Honda Amaze,2018,33792,1,PETROL,KA-19,Manual,Sedan,716000
977,Maruti Alto,2010,49983,1,PETROL,HR-24,Manual,HatchBack,149000
978,Maruti Alto 800,2018,79671,1,PETROL,GJ-26,Manual,HatchBack,277000
979,Maruti Swift,2016,66224,1,DIESEL,UP-14,Manual,HatchBack,455000
980,Maruti Ciaz,2019,101063,1,PETROL,,Manual,Sedan,519000
981,Datsun Go,2014,66599,1,PETROL,KL-01,Manual,HatchBack,195000
982,Hyundai Elite i20,2019,52748,1,PETROL,GJ-27,Manual,HatchBack,681000
983,Maruti Baleno,2016,50459,1,PETROL,MH-47,Manual,HatchBack,573000
984,Hyundai Grand i10,2014,46054,2,PETROL,KA-01,Manual,HatchBack,450000
985,Maruti IGNIS,2017,102941,1,PETROL,,Manual,HatchBack,505000
986,Maruti Ciaz,2016,85507,1,PETROL,UP-32,Manual,Sedan,541000
987,Maruti Alto 800,2019,47714,1,PETROL,PB-65,Manual,HatchBack,342000
988,Volkswagen TIGUAN,2018,88907,1,DIESEL,DL-10,Automatic,Lux_SUV,1785000
989,Maruti Dzire,2018,59468,1,PETROL,UP-32,Manual,Sedan,549000
990,Hyundai Grand i10,2013,30079,1,PETROL,MH-43,Manual,HatchBack,305000
991,Honda Brio,2014,81795,2,PETROL,MH-12,Automatic,HatchBack,419000
992,Honda City,2014,66059,1,PETROL,TS-12,Manual,Sedan,553000
993,Maruti Vitara Brezza,2019,72577,1,DIESEL,TS-07,Automatic,SUV,960000
994,Hyundai i20,2014,96999,1,PETROL,MH-14,Manual,HatchBack,449000
995,Hyundai Grand i10,2017,64826,1,PETROL,DL-10,Automatic,HatchBack,508000
996,Hyundai GRAND I10 NIOS,2021,8455,1,CNG,MH-02,Manual,HatchBack,710000
997,Hyundai Verna,2020,98780,1,DIESEL,MH-43,Manual,Sedan,678000
998,Volkswagen Vento,2017,45599,1,PETROL,DL-4C,Manual,Sedan,260000
